creative,party,ad_issue,cycle,ad_purpose,ad_tone
PRES/ROMNEY A BETTER FUTURE NV,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE OH DEFENSE,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE OH MANUFACTURING,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE VA DEFENSE,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE VA ENERGY,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE VA FAMILIES,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY A BETTER FUTURE WI DEFICIT,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY BANKRUPT,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY BELIEVE IN AMERICA 60,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY BORN AND RAISED IN NEVADA,republican,Employment/Jobs,2012,both,contrast
PRES/ROMNEY BRIGHT FUTURE,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY CONSERVATIVE AGENDA,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY DAY ONE,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY DAY ONE PART TWO,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY DAY ONE SP,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY DEAR DAUGHTER,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY DO MORE,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY DOING FINE,republican,Employment/Jobs,2012,personal,attack
PRES/ROMNEY DOING FINE SP,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY FACTS ARE CLEAR,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY FAILING AMERICAN WORKERS,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY FIND A WAY,republican,Employment/Jobs,2012,both,contrast
PRES/ROMNEY FIRST 100 DAYS NC,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY FIRST 100 DAYS OH,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY FIRST 100 DAYS VA,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY FOCUS,republican,Employment/Jobs,2012,both,attack
PRES/ROMNEY GIVE ME A BREAK,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY GROWING UP,republican,Employment/Jobs,2012,both,contrast
PRES/ROMNEY HELPING THE MIDDLE CLASS,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY HISPANIC COMMUNITY SP,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY IMPORTANT ELECTION,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY IOWA NEWSPAPERS AGREE,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY IT'S JUST NOT GETTING BETTER,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY JUNTOS CON ROMNEY SP,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY JUNTOS SP 60,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY JUNTOS SP 60 REV,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY LOS INVITO SP,republican,Employment/Jobs,2012,both,promote
PRES/ROMNEY MILFORD NH,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY NEVER,republican,Employment/Jobs,2012,both,contrast
PRES/ROMNEY NOSOTROS SP,republican,Employment/Jobs,2012,both,promote
PRES/ROMNEY NUESTRA COMUNIDAD SP,republican,Employment/Jobs,2012,both,promote
PRES/ROMNEY OHIO JOBS,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY OUR MOMENT,republican,Employment/Jobs,2012,personal,promote
PRES/ROMNEY PUTTING JOBS FIRST,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY READY TO LEAD,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY ROSARIO MARIN SP,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY SECOND TERM AGENDA,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY SHAME ON YOU,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY STAND UP TO CHINA,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY STRONG LEADERSHIP,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY STRONG LEADERSHIP SP,republican,Employment/Jobs,2012,both,promote
PRES/ROMNEY THE CLEAR PATH,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY THE ROMNEY PLAN,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY THE ROMNEY PRESIDENCY,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY TOO MANY AMERICANS,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY TOO MANY AMERICANS 60,republican,Employment/Jobs,2012,policy,attack
PRES/ROMNEY UN MEJOR CAMINO SP,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY WAY OF LIFE,republican,Employment/Jobs,2012,policy,promote
PRES/ROMNEY WHAT HAPPENED,republican,Employment/Jobs,2012,unclear,attack
PRES/ROMNEY WORK FOR WELFARE,republican,Employment/Jobs,2012,policy,contrast
PRES/ROMNEY YA NO MAS SP,republican,Employment/Jobs,2012,policy,attack
PRES/RWBFUND AMERICA'S FUTURE,republican,Employment/Jobs,2012,policy,promote
PRES/RWBFUND BOLD PLAN,republican,Employment/Jobs,2012,policy,contrast
PRES/RWBFUND MEET,republican,Employment/Jobs,2012,policy,contrast
PRES/RWBFUND OBAMA,republican,Employment/Jobs,2012,policy,contrast
PRES/RWBFUND TRUST,republican,Employment/Jobs,2012,both,contrast
PRES/RWBFUND TRUST REV,republican,Employment/Jobs,2012,both,promote
PRES/RWBFUND VALUES,republican,Employment/Jobs,2012,both,promote
PRES/RWBFUND VITAL DECISIONS,republican,Employment/Jobs,2012,policy,contrast
PRES/RWBFUND WHAT KIND OF PRESIDENT,republican,Employment/Jobs,2012,policy,attack
PRES/SANTORUM BEST CHANCE,republican,Employment/Jobs,2012,policy,promote
PRES/SANTORUM MADE IN THE USA,republican,Employment/Jobs,2012,policy,contrast
PRES/SANTORUM MADE IN THE USA REV,republican,Employment/Jobs,2012,policy,promote
PRES/SEIU DEFINITELY NO SP 60,democrat,Employment/Jobs,2012,policy,attack
PRES/SEIU PAST PRESENT AND FUTURE SP,democrat,Employment/Jobs,2012,both,attack
PRES/SEIU VOTEMOS SP 60,democrat,Employment/Jobs,2012,both,attack
PRES/SEIU&PRIORITIESUSA JOBS FL SP,democrat,Employment/Jobs,2012,personal,attack
PRES/SEIU&PRIORITIESUSA MEDICARE SP,democrat,Employment/Jobs,2012,policy,attack
PRES/SEIU&PRIORITIESUSA NO TRUST SP,democrat,Employment/Jobs,2012,personal,attack
PRES/SEIU&PRIORITIESUSA VOTERS REACT CO SP,democrat,Employment/Jobs,2012,policy,attack
PRES/SEIU&PRIORITIESUSA VOTERS REACT FL SP,democrat,Employment/Jobs,2012,policy,attack
PRES/SUPERPAC FOUR MORE YEARS,republican,Employment/Jobs,2012,policy,attack
PRES/SUPERPAC THE CASE AGAINST OBAMA 60,republican,Employment/Jobs,2012,policy,attack
PRES/WINFUTURE BOLD CONSERVATIVE,republican,Employment/Jobs,2012,both,promote
PRES/WINFUTURE CORPORATE RAIDERS,republican,Employment/Jobs,2012,personal,attack
PRES/WINFUTURE ONLY ONE,republican,Employment/Jobs,2012,policy,promote
PRES/WINFUTURE PROVEN CONSERVATIVE LEADER,republican,Employment/Jobs,2012,policy,promote
PRES/WINFUTURE QUESTIONABLE,republican,Employment/Jobs,2012,both,attack
PRES/WINFUTURE RENEW PROSPERITY,republican,Employment/Jobs,2012,policy,promote
PRES/WINNINGFREEDOM WHAT WILL IT TAKE 60,republican,Employment/Jobs,2012,policy,contrast
PRES/WINNINGOURFUTURE IT'S TIME TO CHOOSE NEWT,republican,Employment/Jobs,2012,both,contrast
PRES/WINNINGOURFUTURE IT'S TIME TO CHOOSE NEWT 60,republican,Employment/Jobs,2012,both,contrast
PRES/DNC 14 MONTHS REV,democrat,Poverty,2012,policy,promote
PRES/OCDB AMERICA DESERVES BETTER,republican,Poverty,2012,policy,attack
PRES/RNC STATE OF OUR UNION,republican,Poverty,2012,policy,attack
PRES/RNC&ROMNEY NO PODEMOS MAS SP,republican,Poverty,2012,policy,attack
PRES/ROMNEY DEAR DAUGHTER,republican,Poverty,2012,policy,attack
PRES/ROMNEY TOO MANY AMERICANS,republican,Poverty,2012,policy,promote
PRES/ROMNEY TOO MANY AMERICANS 60,republican,Poverty,2012,policy,attack
PRES/SEIU PAST PRESENT AND FUTURE SP,democrat,Poverty,2012,both,attack
PRES/SEIU VOTEMOS SP 60,democrat,Poverty,2012,both,attack
PRES/SEIU&PRIORITIESUSA JOBS FL SP,democrat,Poverty,2012,personal,attack
PRES/SUPERPAC THE CASE AGAINST OBAMA 60,republican,Poverty,2012,policy,attack
PRES/AFF A NEW PATH 60,republican,Trade/Globalization,2012,policy,promote
PRES/AFF GSA 60,republican,Trade/Globalization,2012,policy,attack
PRES/AFF THE REAL STATE OF THE UNION 60,republican,Trade/Globalization,2012,policy,attack
PRES/AMERICANCROSSROADS BOW,republican,Trade/Globalization,2012,policy,attack
PRES/CROSSROADSGPS CUT THE DEBT,republican,Trade/Globalization,2012,policy,attack
PRES/DEJEAN AMERICA IS BLEEDING 60,democrat,Trade/Globalization,2012,both,promote
PRES/OBAMA BALANCED,democrat,Trade/Globalization,2012,policy,contrast
PRES/OBAMA BUSINESS EXPERIENCE,democrat,Trade/Globalization,2012,both,attack
PRES/OBAMA DETERMINATION 60,democrat,Trade/Globalization,2012,policy,promote
PRES/OBAMA FIRMS,democrat,Trade/Globalization,2012,personal,attack
PRES/OBAMA REVEALED IA,democrat,Trade/Globalization,2012,personal,attack
PRES/OBAMA REVEALED OH,democrat,Trade/Globalization,2012,policy,attack
PRES/OBAMA REVEALED VA,democrat,Trade/Globalization,2012,policy,attack
PRES/OBAMA SWISS BANK ACCOUNT,democrat,Trade/Globalization,2012,both,contrast
PRES/OBAMA TABLE 120,democrat,Trade/Globalization,2012,policy,contrast
PRES/OBAMA THE CHEATERS,democrat,Trade/Globalization,2012,policy,attack
PRES/OBAMA TIRES,democrat,Trade/Globalization,2012,both,contrast
PRES/OURDESTINY SOMEONE,republican,Trade/Globalization,2012,both,promote
PRES/RNC WHERE DID ALL THE MONEY GO,republican,Trade/Globalization,2012,policy,attack
PRES/RNC&ROMNEY WHERE DID ALL THE MONEY GO,republican,Trade/Globalization,2012,policy,attack
PRES/ROMNEY 12 MILLION JOBS,republican,Trade/Globalization,2012,policy,promote
PRES/ROMNEY A BETTER DAY,republican,Trade/Globalization,2012,both,promote
PRES/ROMNEY A BETTER FUTURE NC MANUFACTURING,republican,Trade/Globalization,2012,both,contrast
PRES/ROMNEY BANKRUPT,republican,Trade/Globalization,2012,policy,attack
PRES/ROMNEY DO MORE,republican,Trade/Globalization,2012,policy,contrast
PRES/ROMNEY THE ROMNEY PLAN,republican,Trade/Globalization,2012,policy,promote
PRES/SANTORUM MADE IN THE USA,republican,Trade/Globalization,2012,policy,contrast
PRES/SANTORUM MADE IN THE USA REV,republican,Trade/Globalization,2012,policy,promote
PRES/SEIU VOTEMOS SP 60,democrat,Trade/Globalization,2012,both,attack
PRES/SEIU&PRIORITIESUSA NO TRUST SP,democrat,Trade/Globalization,2012,personal,attack
PRES/CROSSROADSGPS BUNCH OF CASH,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/CROSSROADSGPS BUNCH OF CASH SP,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/CROSSROADSGPS OBAMA'S PROMISE 60,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/CROSSROADSGPS WAKE UP,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/DEFEATOBAMA TIME TO PUT THE ADULTS BACK IN CHARGE OF AMERICA,republican,Housing/Sub-prime Mortgages,2012,personal,attack
PRES/DNC UNDER WATER,democrat,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/KARGER EXXON,republican,Housing/Sub-prime Mortgages,2012,policy,promote
PRES/OBAMA DETERMINATION 60,democrat,Housing/Sub-prime Mortgages,2012,policy,promote
PRES/OBAMA GO 60,democrat,Housing/Sub-prime Mortgages,2012,policy,promote
PRES/OBAMA LA VERDAD SP,democrat,Housing/Sub-prime Mortgages,2012,policy,promote
PRES/OBAMA LA VERDAD SP 60,democrat,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/OBAMA SOLID,democrat,Housing/Sub-prime Mortgages,2012,personal,promote
PRES/OBAMA TOUGH LUCK,democrat,Housing/Sub-prime Mortgages,2012,both,attack
PRES/OBAMA WHAT IT TAKES,democrat,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/PATRIOTSUPERPAC FALSE CHANGE,republican,Housing/Sub-prime Mortgages,2012,unclear,attack
PRES/PAUL CONSISTENT 60,republican,Housing/Sub-prime Mortgages,2012,policy,contrast
PRES/PAUL SERIAL HYPOCRISY 60,republican,Housing/Sub-prime Mortgages,2012,both,attack
PRES/PAUL THREE OF A KIND 60,republican,Housing/Sub-prime Mortgages,2012,policy,contrast
PRES/RESTOREOURFUTURE BAGGAGE 60,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/RESTOREOURFUTURE SMILING,republican,Housing/Sub-prime Mortgages,2012,both,attack
PRES/RESTOREOURFUTURE SMILING 60,republican,Housing/Sub-prime Mortgages,2012,both,attack
PRES/RJC RENIE,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/RNC CHANGE DIRECTION,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/RNC CHANGE DIRECTION 60,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/ROMNEY A BETTER FUTURE VA FAMILIES,republican,Housing/Sub-prime Mortgages,2012,policy,contrast
PRES/ROMNEY DOING FINE,republican,Housing/Sub-prime Mortgages,2012,personal,attack
PRES/ROMNEY DOING FINE SP,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/ROMNEY FLORIDA FAMILIES,republican,Housing/Sub-prime Mortgages,2012,personal,attack
PRES/ROMNEY GROWING UP,republican,Housing/Sub-prime Mortgages,2012,both,contrast
PRES/ROMNEY HECHOS SP,republican,Housing/Sub-prime Mortgages,2012,both,attack
PRES/ROMNEY JUNTOS SP 60 REV,republican,Housing/Sub-prime Mortgages,2012,policy,promote
PRES/ROMNEY NEVADA FAMILIES,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/SEIU LUCHANDO POR NUESTRA COMUNIDAD SP,democrat,Housing/Sub-prime Mortgages,2012,policy,promote
PRES/SEIU&PRIORITIESUSA FORECLOSURES NV SP,democrat,Housing/Sub-prime Mortgages,2012,both,attack
PRES/SUPERPAC FOUR MORE YEARS,republican,Housing/Sub-prime Mortgages,2012,policy,attack
PRES/AFF AMERICA'S WOMEN,republican,Economy (generic reference),2012,policy,promote
PRES/AFF DECISION,republican,Economy (generic reference),2012,policy,contrast
PRES/AFF PROMISES,republican,Economy (generic reference),2012,personal,attack
PRES/AJS RUNNING,republican,Economy (generic reference),2012,policy,attack
PRES/AMERICANBRIDGE ROMNOPOLY 60,democrat,Economy (generic reference),2012,personal,attack
PRES/CROSSROADSGPS WAKE UP SP 60,republican,Economy (generic reference),2012,policy,attack
PRES/ENDINGSPENDING THIS TIME,republican,Economy (generic reference),2012,policy,contrast
PRES/GINGRICH REAGAN SP,republican,Economy (generic reference),2012,policy,promote
PRES/HLF OPORTUNIDADES DE TRABAJO SP,republican,Economy (generic reference),2012,policy,promote
PRES/HLF VALORES SP,republican,Economy (generic reference),2012,both,contrast
PRES/LEADERSFORFAMILIES ONE OF US,republican,Economy (generic reference),2012,both,promote
PRES/LOCALVOICES BARCLAY 60,democrat,Economy (generic reference),2012,policy,contrast
PRES/OBAMA BIG BIRD,democrat,Economy (generic reference),2012,unclear,attack
PRES/OBAMA CHARACTER,democrat,Economy (generic reference),2012,both,promote
PRES/OBAMA DANIELLA URBINA SP,democrat,Economy (generic reference),2012,policy,promote
PRES/OBAMA DECISION CLARA SP,democrat,Economy (generic reference),2012,policy,promote
PRES/OBAMA ECONOMIC GROWTH,democrat,Economy (generic reference),2012,both,attack
PRES/OBAMA GOVERNOR LYNCH,democrat,Economy (generic reference),2012,both,promote
PRES/OBAMA IT WASN'T EASY SP,democrat,Economy (generic reference),2012,policy,promote
PRES/OBAMA MAIN STREET,democrat,Economy (generic reference),2012,policy,promote
PRES/OBAMA REMEMBER GENERAL,democrat,Economy (generic reference),2012,policy,attack
PRES/OBAMA TABLE 120,democrat,Economy (generic reference),2012,policy,contrast
PRES/OBAMA WONDERFUL,democrat,Economy (generic reference),2012,policy,contrast
PRES/OCDB AMERICA DESERVES BETTER,republican,Economy (generic reference),2012,policy,attack
PRES/PATRIOT ROMNEY IS BAIN,democrat,Economy (generic reference),2012,personal,attack
PRES/PERRY PROBLEM SOLUTION,republican,Economy (generic reference),2012,policy,contrast
PRES/RESTOREOURFUTURE BETTER,republican,Economy (generic reference),2012,policy,attack
PRES/RESTOREOURFUTURE DISAPPEARING,republican,Economy (generic reference),2012,policy,attack
PRES/RESTOREOURFUTURE FLATLINE,republican,Economy (generic reference),2012,policy,attack
PRES/RESTOREOURFUTURE NEW NORMAL,republican,Economy (generic reference),2012,policy,attack
PRES/RESTOREOURFUTURE SMALL BUSINESS,republican,Economy (generic reference),2012,both,attack
PRES/RJC BERNIE 60,republican,Economy (generic reference),2012,policy,attack
PRES/RJC MICHAEL,republican,Economy (generic reference),2012,policy,attack
PRES/RNC&ROMNEY BETTER FUTURE SP,republican,Economy (generic reference),2012,policy,attack
PRES/RNC&ROMNEY WHO WILL RAISE TAXES,republican,Economy (generic reference),2012,policy,contrast
PRES/ROMNEY BRINGING PEOPLE TOGETHER,republican,Economy (generic reference),2012,both,promote
PRES/ROMNEY HISPANIC COMMUNITY SP,republican,Economy (generic reference),2012,policy,promote
PRES/ROMNEY IOWA NEWSPAPERS AGREE,republican,Economy (generic reference),2012,policy,promote
PRES/ROMNEY OUR MOMENT,republican,Economy (generic reference),2012,personal,promote
PRES/ROMNEY RAISE TAXES,republican,Economy (generic reference),2012,policy,contrast
PRES/ROMNEY ROSARIO MARIN SP,republican,Economy (generic reference),2012,policy,contrast
PRES/ROMNEY THE ROMNEY PRESIDENCY,republican,Economy (generic reference),2012,policy,promote
PRES/ROMNEY TOO MANY AMERICANS,republican,Economy (generic reference),2012,policy,promote
PRES/ROMNEY TOO MANY AMERICANS 60,republican,Economy (generic reference),2012,policy,attack
PRES/SUPERPAC THE CASE AGAINST OBAMA 60,republican,Economy (generic reference),2012,policy,attack
PRES/DEFEATOBAMA THE REAL WAR ON WOMEN 60,republican,Economic disparity/income inequality,2012,policy,attack
PRES/FAIRSHARE&PRIORITIESUSA DOWN HERE,democrat,Economic disparity/income inequality,2012,policy,attack
PRES/MOVEON RAFALCA ROMNEY,democrat,Economic disparity/income inequality,2012,policy,attack
PRES/OBAMA BUSINESS EXPERIENCE,democrat,Economic disparity/income inequality,2012,both,attack
PRES/OBAMA CARE,democrat,Economic disparity/income inequality,2012,policy,attack
PRES/OBAMA CRISTINA SARALEGUI ECONOMY SP,democrat,Economic disparity/income inequality,2012,policy,promote
PRES/OBAMA FAIR SHARE,democrat,Economic disparity/income inequality,2012,policy,attack
PRES/OBAMA TABLE 120,democrat,Economic disparity/income inequality,2012,policy,contrast
PRES/OBAMA TOUGH LUCK,democrat,Economic disparity/income inequality,2012,both,attack
PRES/OBAMA TRUST,democrat,Economic disparity/income inequality,2012,both,attack
PRES/PRIORITIESUSA TAKE AWAY,democrat,Economic disparity/income inequality,2012,policy,attack
PRES/ROMNEY HELPING THE MIDDLE CLASS,republican,Economic disparity/income inequality,2012,policy,contrast
PRES/SEIU&PRIORITIESUSA MEDICARE CO SP,democrat,Economic disparity/income inequality,2012,both,attack
PRES/AMERICANLP FRENCH MITT ROMNEY 60,democrat,Abortion,2012,policy,attack
PRES/AMERICANLP FRENCH MITT ROMNEY PART DEUX,democrat,Abortion,2012,policy,attack
PRES/AMERICANLP STRETCH MITT ROMNEY,democrat,Abortion,2012,policy,attack
PRES/CATHOLICVOTE IN GOOD CONSCIENCE 60,republican,Abortion,2012,policy,attack
PRES/CFAV RELIGIOUS LIBERTY,republican,Abortion,2012,both,attack
PRES/CRVPAC ABORTION 60,republican,Abortion,2012,policy,contrast
PRES/DNC TRAPPED,democrat,Abortion,2012,policy,attack
PRES/DNC&OBAMA THE SAME,democrat,Abortion,2012,policy,attack
PRES/DNC&OBAMA WOMEN SPEAK JENNI,democrat,Abortion,2012,policy,attack
PRES/GINGRICH WHAT HAPPENED,republican,Abortion,2012,policy,attack
PRES/KARGER FED UP,republican,Abortion,2012,policy,contrast
PRES/KARGER FED UP MICHIGAN,republican,Abortion,2012,policy,contrast
PRES/KARGER LET'S MAKE HISTORY,republican,Abortion,2012,both,promote
PRES/MAKEUSGREATAGAIN NEWSREEL,republican,Abortion,2012,policy,contrast
PRES/MOVEON VOTE,democrat,Abortion,2012,policy,contrast
PRES/OBAMA SEEN,democrat,Abortion,2012,policy,attack
PRES/OBAMA THE SAME,democrat,Abortion,2012,policy,attack
PRES/OBAMA TROUBLED,democrat,Abortion,2012,policy,attack
PRES/OBAMA WHAT ARE YOU GOING TO TELL THEM,democrat,Abortion,2012,policy,attack
PRES/OBAMA WHAT ARE YOU GOING TO TELL THEM OH,democrat,Abortion,2012,policy,attack
PRES/OBAMA WHAT ARE YOU GOING TO TELL THEM WI,democrat,Abortion,2012,policy,attack
PRES/OBAMA WHICH DO YOU BELIEVE,democrat,Abortion,2012,policy,attack
PRES/OBAMA WOMEN SPEAK CRISIS,democrat,Abortion,2012,policy,attack
PRES/OBAMA WOMEN SPEAK JENNI,democrat,Abortion,2012,policy,attack
PRES/OURDESTINY QUOTES,republican,Abortion,2012,policy,contrast
PRES/PAUL PROTECT LIFE PROTECT LIBERTY,republican,Abortion,2012,both,promote
PRES/PAUL THREE OF A KIND 60,republican,Abortion,2012,policy,contrast
PRES/PPAF OUT OF TOUCH,democrat,Abortion,2012,policy,attack
PRES/PPAF STILL COMPLETELY WRONG,democrat,Abortion,2012,policy,attack
PRES/PPAF TURN BACK THE CLOCK,democrat,Abortion,2012,policy,attack
